Packet No.,Hexstream,Split Indexes,Splited Hexstream,True Splited Indexes,True Splited Hexstream,Correctness (Cover or In Field Num. / Inferred Field Num.),Perfection (Accurate Field Num. / Correct Field Num.),Precision,Recall,Accuracy,F1,FPR
1,810a001d01080003011d30350c0c0200001d194c29e23ec4028000403f,"[0, 3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 28, 29]",810a00 1d 01 08 0003011d 30 35 0c0c02 00 00 1d 19 4c 29 e2 3e c402800040 3f,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 28, 29]",81 0a 001d 01 08 0003 01 1d 30 35 0c 0c 0200001d 19 4c 29 e2 3e c4 02800040 3f,0.8888888888888888,0.5238095238095238,0.8235294117647058,0.7,0.6785714285714286,0.7567567567567567,0.375
2,810a001601240003011dff0203360c0c02800040194b,"[0, 3, 4, 5, 6, 9, 10, 11, 12, 14, 17, 18, 19, 20, 21, 22]",810a00 16 01 24 0003011d ff 02 03 36 0c0c02 80 00 40 19 4b,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22]",81 0a 0016 01 24 0003 01 1d ff 02 03 36 0c 0c 02800040 19 4b,0.8666666666666667,0.4117647058823529,0.7142857142857143,0.625,0.5238095238095238,0.6666666666666666,0.8
3,810a001b01080003011d30360c0c02800040194b3ec4028000403f,"[0, 3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 26, 27]",810a00 1b 01 08 0003011d 30 36 0c0c02 80 00 40 19 4b 3e c402800040 3f,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 18, 19, 20, 21, 26, 27]",81 0a 001b 01 08 0003 01 1d 30 36 0c 0c02800040 19 4b 3e c402800040 3f,0.875,0.5882352941176471,0.8,0.75,0.7307692307692307,0.7741935483870969,0.3
4,810a001601240003011dff0203370c0c02800040194d,"[0, 3, 4, 5, 6, 9, 10, 11, 12, 14, 17, 18, 19, 20, 21, 22]",810a00 16 01 24 0003011d ff 02 03 37 0c0c02 80 00 40 19 4d,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22]",81 0a 0016 01 24 0003 01 1d ff 02 03 37 0c 0c 02800040 19 4d,0.8666666666666667,0.4117647058823529,0.7142857142857143,0.625,0.5238095238095238,0.6666666666666666,0.8
5,810a002101080003011d30370c0c02800040194d3e7509006c6974652e7274623f,"[0, 3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 32, 33]",810a00 21 01 08 0003011d 30 37 0c0c02 80 00 40 19 4d 3e 7509006c6974652e727462 3f,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 32, 33]",81 0a 0021 01 08 0003 01 1d 30 37 0c 0c 02800040 19 4d 3e 75 09 00 6c6974652e727462 3f,0.875,0.42857142857142855,0.8,0.6,0.65625,0.6857142857142857,0.25
6,810a001601240003011dff0203380c0c02800040194f,"[0, 3, 4, 5, 6, 9, 10, 11, 12, 14, 17, 18, 19, 20, 21, 22]",810a00 16 01 24 0003011d ff 02 03 38 0c0c02 80 00 40 19 4f,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22]",81 0a 0016 01 24 0003 01 1d ff 02 03 38 0c 0c 02800040 19 4f,0.8666666666666667,0.4117647058823529,0.7142857142857143,0.625,0.5238095238095238,0.6666666666666666,0.8
7,810a001801080003011d30380c0c02800040194f3e910a3f,"[0, 3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 23, 24]",810a00 18 01 08 0003011d 30 38 0c0c02 80 00 40 19 4f 3e 910a 3f,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24]",81 0a 0018 01 08 0003 01 1d 30 38 0c 0c 02800040 19 4f 3e 91 0a 3f,0.875,0.47368421052631576,0.8,0.6666666666666666,0.6086956521739131,0.7272727272727272,0.6
8,810a001601240003011dff0203390c0c02800040192b,"[0, 3, 4, 5, 6, 9, 10, 11, 12, 14, 17, 18, 19, 20, 21, 22]",810a00 16 01 24 0003011d ff 02 03 39 0c0c02 80 00 40 19 2b,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22]",81 0a 0016 01 24 0003 01 1d ff 02 03 39 0c 0c 02800040 19 2b,0.8666666666666667,0.4117647058823529,0.7142857142857143,0.625,0.5238095238095238,0.6666666666666666,0.8
9,810a002201080003011d30390c0c02800040192b3e750a00444f532046415431363f,"[0, 3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 33, 34]",810a00 22 01 08 0003011d 30 39 0c0c02 80 00 40 19 2b 3e 750a00444f53204641543136 3f,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 33, 34]",81 0a 0022 01 08 0003 01 1d 30 39 0c 0c 02800040 19 2b 3e 75 0a 00 444f53204641543136 3f,0.875,0.42857142857142855,0.8,0.6,0.6666666666666666,0.6857142857142857,0.23076923076923078
10,810a001601240003011dff02033a0c0c02800040192a,"[0, 3, 4, 5, 6, 9, 10, 11, 12, 14, 17, 18, 19, 20, 21, 22]",810a00 16 01 24 0003011d ff 02 03 3a 0c0c02 80 00 40 19 2a,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22]",81 0a 0016 01 24 0003 01 1d ff 02 03 3a 0c 0c 02800040 19 2a,0.8666666666666667,0.4117647058823529,0.7142857142857143,0.625,0.5238095238095238,0.6666666666666666,0.8
11,810a001801080003011d303a0c0c02800040192a3e21003f,"[0, 3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 23, 24]",810a00 18 01 08 0003011d 30 3a 0c0c02 80 00 40 19 2a 3e 2100 3f,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24]",81 0a 0018 01 08 0003 01 1d 30 3a 0c 0c 02800040 19 2a 3e 21 00 3f,0.875,0.47368421052631576,0.8,0.6666666666666666,0.6086956521739131,0.7272727272727272,0.6
